Id;H  [deg];V  [deg];D  [mm];U(95)  [mm];U(95) H  [deg];U(95) V  [deg];U(95) D  [mm];Tilt  [deg];Q0 ;Q1 ;Q2 ;Q3 ;Image RMS  [µm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;OTG Applied;Delete;
14;-96.0618;90.4872;4545.421;0.000;0.0000;0.0000;0.000;5.2648;0.545346;-0.542475;0.450721;-0.452956;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.170;True;;
15;-96.0616;90.4872;4545.318;0.000;0.0000;0.0000;0.000;5.2797;0.545422;-0.542537;0.450635;-0.452876;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.180;True;;
16;-96.0615;90.4873;4545.217;0.000;0.0000;0.0000;0.000;5.2929;0.545491;-0.542592;0.450558;-0.452804;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.190;True;;
17;-96.0614;90.4873;4545.121;0.000;0.0000;0.0000;0.000;5.3074;0.545571;-0.542651;0.450466;-0.452728;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.200;True;;
18;-96.0613;90.4873;4545.021;0.000;0.0000;0.0000;0.000;5.3202;0.545633;-0.542706;0.450394;-0.452658;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.210;True;;
19;-96.0612;90.4873;4544.925;0.000;0.0000;0.0000;0.000;5.3345;0.545704;-0.542768;0.450309;-0.452583;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.220;True;;
20;-96.0610;90.4873;4544.830;0.000;0.0000;0.0000;0.000;5.3472;0.545770;-0.542821;0.450233;-0.452516;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.230;True;;
21;-96.0610;90.4873;4544.736;0.000;0.0000;0.0000;0.000;5.3613;0.545841;-0.542881;0.450151;-0.452440;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.240;True;;
22;-96.0610;90.4873;4544.650;0.000;0.0000;0.0000;0.000;5.3731;0.545912;-0.542926;0.450071;-0.452379;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.250;True;;
23;-96.0609;90.4873;4544.553;0.000;0.0000;0.0000;0.000;5.3867;0.545966;-0.542990;0.450003;-0.452306;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.260;True;;
24;-96.0608;90.4873;4544.467;0.000;0.0000;0.0000;0.000;5.3996;0.546035;-0.543044;0.449921;-0.452240;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.270;True;;
25;-96.0608;90.4873;4544.377;0.000;0.0000;0.0000;0.000;5.4132;0.546095;-0.543105;0.449847;-0.452167;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.280;True;;
26;-96.0607;90.4873;4544.297;0.000;0.0000;0.0000;0.000;5.4241;0.546159;-0.543149;0.449769;-0.452114;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.290;True;;
27;-96.0607;90.4874;4544.212;0.000;0.0000;0.0000;0.000;5.4358;0.546215;-0.543201;0.449699;-0.452053;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.300;True;;
28;-96.0607;90.4874;4544.129;0.000;0.0000;0.0000;0.000;5.4489;0.546277;-0.543259;0.449623;-0.451985;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.310;True;;
29;-96.0607;90.4874;4544.051;0.000;0.0000;0.0000;0.000;5.4606;0.546336;-0.543309;0.449549;-0.451927;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.320;True;;
30;-96.0607;90.4874;4543.969;0.000;0.0000;0.0000;0.000;5.4724;0.546387;-0.543364;0.449484;-0.451865;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.330;True;;
31;-96.0607;90.4874;4543.893;0.000;0.0000;0.0000;0.000;5.4834;0.546442;-0.543411;0.449414;-0.451809;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.340;True;;
32;-96.0607;90.4874;4543.819;0.000;0.0000;0.0000;0.000;5.4944;0.546496;-0.543460;0.449343;-0.451756;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.350;True;;
33;-96.0608;90.4874;4543.746;0.000;0.0000;0.0000;0.000;5.5058;0.546550;-0.543512;0.449273;-0.451698;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.360;True;;
34;-96.0608;90.4874;4543.673;0.000;0.0000;0.0000;0.000;5.5159;0.546595;-0.543558;0.449214;-0.451647;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.370;True;;
35;-96.0608;90.4875;4543.602;0.000;0.0000;0.0000;0.000;5.5267;0.546644;-0.543609;0.449147;-0.451594;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.380;True;;
36;-96.0609;90.4875;4543.537;0.000;0.0000;0.0000;0.000;5.5366;0.546694;-0.543654;0.449078;-0.451548;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.390;True;;
37;-96.0609;90.4875;4543.470;0.000;0.0000;0.0000;0.000;5.5459;0.546734;-0.543698;0.449021;-0.451504;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.400;True;;
38;-96.0610;90.4875;4543.402;0.000;0.0000;0.0000;0.000;5.5566;0.546777;-0.543748;0.448963;-0.451447;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.410;True;;
39;-96.0611;90.4875;4543.341;0.000;0.0000;0.0000;0.000;5.5648;0.546818;-0.543786;0.448906;-0.451409;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.420;True;;
40;-96.0612;90.4875;4543.278;0.000;0.0000;0.0000;0.000;5.5747;0.546857;-0.543835;0.448848;-0.451361;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.430;True;;
41;-96.0613;90.4875;4543.221;0.000;0.0000;0.0000;0.000;5.5833;0.546902;-0.543872;0.448791;-0.451318;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.440;True;;
42;-96.0614;90.4875;4543.162;0.000;0.0000;0.0000;0.000;5.5910;0.546930;-0.543912;0.448743;-0.451283;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.450;True;;
43;-96.0615;90.4875;4543.110;0.000;0.0000;0.0000;0.000;5.5995;0.546976;-0.543949;0.448683;-0.451243;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.460;True;;
44;-96.0616;90.4875;4543.054;0.000;0.0000;0.0000;0.000;5.6076;0.547004;-0.543992;0.448636;-0.451205;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.470;True;;
45;-96.0617;90.4875;4543.006;0.000;0.0000;0.0000;0.000;5.6147;0.547042;-0.544024;0.448583;-0.451173;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.480;True;;
46;-96.0618;90.4875;4542.953;0.000;0.0000;0.0000;0.000;5.6223;0.547067;-0.544064;0.448541;-0.451135;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.490;True;;
47;-96.0620;90.4876;4542.904;0.000;0.0000;0.0000;0.000;5.6295;0.547098;-0.544098;0.448498;-0.451099;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.500;True;;
48;-96.0621;90.4875;4542.856;0.000;0.0000;0.0000;0.000;5.6365;0.547123;-0.544136;0.448454;-0.451067;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.510;True;;
49;-96.0622;90.4876;4542.813;0.000;0.0000;0.0000;0.000;5.6415;0.547147;-0.544160;0.448418;-0.451046;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.520;True;;
50;-96.0624;90.4875;4542.770;0.000;0.0000;0.0000;0.000;5.6471;0.547167;-0.544190;0.448383;-0.451019;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.530;True;;
51;-96.0626;90.4876;4542.729;0.000;0.0000;0.0000;0.000;5.6530;0.547189;-0.544221;0.448344;-0.450993;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.540;True;;
52;-96.0627;90.4876;4542.691;0.000;0.0000;0.0000;0.000;5.6581;0.547214;-0.544245;0.448309;-0.450970;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.550;True;;
53;-96.0628;90.4875;4542.654;0.000;0.0000;0.0000;0.000;5.6623;0.547227;-0.544270;0.448278;-0.450953;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.560;True;;
54;-96.0630;90.4875;4542.617;0.000;0.0000;0.0000;0.000;5.6678;0.547246;-0.544301;0.448245;-0.450927;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.570;True;;
55;-96.0632;90.4876;4542.584;0.000;0.0000;0.0000;0.000;5.6723;0.547266;-0.544324;0.448212;-0.450908;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.580;True;;
56;-96.0633;90.4876;4542.554;0.000;0.0000;0.0000;0.000;5.6754;0.547281;-0.544340;0.448185;-0.450896;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.590;True;;
57;-96.0635;90.4876;4542.525;0.000;0.0000;0.0000;0.000;5.6785;0.547295;-0.544357;0.448161;-0.450884;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.600;True;;
58;-96.0637;90.4875;4542.493;0.000;0.0000;0.0000;0.000;5.6832;0.547308;-0.544383;0.448137;-0.450860;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.610;True;;
59;-96.0639;90.4876;4542.467;0.000;0.0000;0.0000;0.000;5.6858;0.547317;-0.544399;0.448114;-0.450851;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.620;True;;
60;-96.0640;90.4876;4542.441;0.000;0.0000;0.0000;0.000;5.6891;0.547327;-0.544420;0.448090;-0.450838;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.630;True;;
61;-96.0642;90.4876;4542.418;0.000;0.0000;0.0000;0.000;5.6911;0.547336;-0.544431;0.448076;-0.450829;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.640;True;;
62;-96.0644;90.4876;4542.400;0.000;0.0000;0.0000;0.000;5.6927;0.547346;-0.544441;0.448052;-0.450828;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.650;True;;
63;-96.0646;90.4876;4542.376;0.000;0.0000;0.0000;0.000;5.6946;0.547348;-0.544454;0.448043;-0.450818;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.660;True;;
64;-96.0648;90.4876;4542.356;0.000;0.0000;0.0000;0.000;5.6957;0.547346;-0.544466;0.448033;-0.450816;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.670;True;;
65;-96.0650;90.4876;4542.340;0.000;0.0000;0.0000;0.000;5.6962;0.547349;-0.544472;0.448021;-0.450817;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.680;True;;
66;-96.0653;90.4876;4542.327;0.000;0.0000;0.0000;0.000;5.6960;0.547352;-0.544472;0.448013;-0.450821;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.690;True;;
67;-96.0655;90.4876;4542.317;0.000;0.0000;0.0000;0.000;5.6947;0.547352;-0.544468;0.448005;-0.450835;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.700;True;;
68;-96.0657;90.4876;4542.302;0.000;0.0000;0.0000;0.000;5.6939;0.547342;-0.544471;0.448004;-0.450843;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.710;True;;
69;-96.0660;90.4876;4542.293;0.000;0.0000;0.0000;0.000;5.6923;0.547341;-0.544465;0.448001;-0.450855;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.720;True;;
70;-96.0662;90.4876;4542.279;0.000;0.0000;0.0000;0.000;5.6904;0.547323;-0.544466;0.448009;-0.450868;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.730;True;;
71;-96.0665;90.4876;4542.270;0.000;0.0000;0.0000;0.000;5.6867;0.547309;-0.544453;0.448020;-0.450891;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.740;True;;
72;-96.0668;90.4876;4542.262;0.000;0.0000;0.0000;0.000;5.6837;0.547297;-0.544443;0.448023;-0.450913;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.750;True;;
73;-96.0671;90.4876;4542.254;0.000;0.0000;0.0000;0.000;5.6787;0.547280;-0.544423;0.448038;-0.450943;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.760;True;;
74;-96.0674;90.4876;4542.246;0.000;0.0000;0.0000;0.000;5.6739;0.547263;-0.544404;0.448053;-0.450973;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.770;True;;
75;-96.0677;90.4876;4542.239;0.000;0.0000;0.0000;0.000;5.6671;0.547235;-0.544379;0.448073;-0.451017;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.780;True;;
76;-96.0680;90.4876;4542.232;0.000;0.0000;0.0000;0.000;5.6606;0.547212;-0.544351;0.448097;-0.451053;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.790;True;;
77;-96.0684;90.4876;4542.224;0.000;0.0000;0.0000;0.000;5.6536;0.547187;-0.544322;0.448123;-0.451094;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.800;True;;
78;-96.0686;90.4877;4542.216;0.000;0.0000;0.0000;0.000;5.6462;0.547158;-0.544293;0.448146;-0.451141;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.810;True;;
79;-96.0690;90.4876;4542.208;0.000;0.0000;0.0000;0.000;5.6369;0.547119;-0.544257;0.448184;-0.451195;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.820;True;;
80;-96.0692;90.4877;4542.204;0.000;0.0000;0.0000;0.000;5.6284;0.547096;-0.544217;0.448209;-0.451246;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.830;True;;
81;-96.0696;90.4877;4542.197;0.000;0.0000;0.0000;0.000;5.6190;0.547058;-0.544178;0.448247;-0.451300;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.840;True;;
82;-96.0699;90.4877;4542.190;0.000;0.0000;0.0000;0.000;5.6106;0.547025;-0.544144;0.448278;-0.451351;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.850;True;;
83;-96.0702;90.4877;4542.184;0.000;0.0000;0.0000;0.000;5.6004;0.546988;-0.544100;0.448319;-0.451409;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.860;True;;
84;-96.0705;90.4877;4542.181;0.000;0.0000;0.0000;0.000;5.5897;0.546952;-0.544051;0.448360;-0.451470;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.870;True;;
85;-96.0708;90.4877;4542.178;0.000;0.0000;0.0000;0.000;5.5804;0.546922;-0.544008;0.448397;-0.451521;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.880;True;;
86;-96.0711;90.4877;4542.177;0.000;0.0000;0.0000;0.000;5.5695;0.546887;-0.543958;0.448439;-0.451583;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.890;True;;
87;-96.0715;90.4877;4542.174;0.000;0.0000;0.0000;0.000;5.5593;0.546849;-0.543913;0.448482;-0.451640;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.900;True;;
88;-96.0717;90.4877;4542.172;0.000;0.0000;0.0000;0.000;5.5493;0.546810;-0.543871;0.448522;-0.451698;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.910;True;;
89;-96.0721;90.4877;4542.171;0.000;0.0000;0.0000;0.000;5.5390;0.546776;-0.543821;0.448572;-0.451750;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.920;True;;
90;-96.0723;90.4877;4542.174;0.000;0.0000;0.0000;0.000;5.5285;0.546739;-0.543775;0.448611;-0.451811;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.930;True;;
91;-96.0726;90.4877;4542.182;0.000;0.0000;0.0000;0.000;5.5181;0.546710;-0.543725;0.448646;-0.451871;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.940;True;;
92;-96.0729;90.4877;4542.185;0.000;0.0000;0.0000;0.000;5.5070;0.546671;-0.543672;0.448700;-0.451928;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.950;True;;
93;-96.0731;90.4877;4542.191;0.000;0.0000;0.0000;0.000;5.4965;0.546633;-0.543624;0.448747;-0.451986;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.960;True;;
94;-96.0734;90.4877;4542.200;0.000;0.0000;0.0000;0.000;5.4859;0.546595;-0.543575;0.448795;-0.452043;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.970;True;;
95;-96.0736;90.4877;4542.211;0.000;0.0000;0.0000;0.000;5.4758;0.546562;-0.543526;0.448841;-0.452096;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.980;True;;
96;-96.0739;90.4877;4542.223;0.000;0.0000;0.0000;0.000;5.4666;0.546529;-0.543483;0.448886;-0.452144;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:37.990;True;;
97;-96.0741;90.4877;4542.236;0.000;0.0000;0.0000;0.000;5.4555;0.546485;-0.543432;0.448944;-0.452201;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.000;True;;
98;-96.0743;90.4877;4542.255;0.000;0.0000;0.0000;0.000;5.4440;0.546449;-0.543375;0.448997;-0.452261;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.010;True;;
99;-96.0745;90.4877;4542.273;0.000;0.0000;0.0000;0.000;5.4337;0.546409;-0.543325;0.449054;-0.452311;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.020;True;;
100;-96.0748;90.4877;4542.297;0.000;0.0000;0.0000;0.000;5.4216;0.546370;-0.543265;0.449112;-0.452373;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.030;True;;
101;-96.0750;90.4877;4542.318;0.000;0.0000;0.0000;0.000;5.4113;0.546327;-0.543217;0.449171;-0.452424;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.040;True;;
102;-96.0751;90.4877;4542.345;0.000;0.0000;0.0000;0.000;5.4008;0.546290;-0.543166;0.449226;-0.452476;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.050;True;;
103;-96.0754;90.4877;4542.371;0.000;0.0000;0.0000;0.000;5.3893;0.546242;-0.543111;0.449294;-0.452532;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.060;True;;
104;-96.0755;90.4877;4542.401;0.000;0.0000;0.0000;0.000;5.3779;0.546197;-0.543056;0.449360;-0.452586;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.070;True;;
105;-96.0757;90.4877;4542.437;0.000;0.0000;0.0000;0.000;5.3666;0.546157;-0.542999;0.449421;-0.452642;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.080;True;;
106;-96.0759;90.4877;4542.471;0.000;0.0000;0.0000;0.000;5.3550;0.546106;-0.542946;0.449491;-0.452698;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.090;True;;
107;-96.0761;90.4877;4542.509;0.000;0.0000;0.0000;0.000;5.3447;0.546065;-0.542895;0.449555;-0.452745;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.100;True;;
108;-96.0763;90.4877;4542.554;0.000;0.0000;0.0000;0.000;5.3317;0.546015;-0.542832;0.449625;-0.452811;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.110;True;;
109;-96.0765;90.4877;4542.594;0.000;0.0000;0.0000;0.000;5.3212;0.545966;-0.542782;0.449699;-0.452857;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.120;True;;
110;-96.0766;90.4877;4542.642;0.000;0.0000;0.0000;0.000;5.3097;0.545919;-0.542727;0.449766;-0.452913;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;63;'29.06.2021 10:08:38.130;True;;
