Id;H  [deg];V  [deg];D  [mm];U(95)  [mm];U(95) H  [deg];U(95) V  [deg];U(95) D  [mm];Tilt  [deg];Q0 ;Q1 ;Q2 ;Q3 ;Image RMS  [µm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;OTG Applied;Delete;
19;111.1685;90.8559;2593.527;0.000;0.0000;0.0000;0.000;5.2509;0.577814;-0.571850;-0.410088;0.413457;0.24;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:58.980;True;;
20;111.1687;90.8559;2593.541;0.000;0.0000;0.0000;0.000;5.2538;0.577793;-0.571832;-0.410115;0.413484;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:58.990;True;;
21;111.1688;90.8559;2593.556;0.000;0.0000;0.0000;0.000;5.2569;0.577771;-0.571810;-0.410149;0.413512;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.000;True;;
22;111.1690;90.8559;2593.567;0.000;0.0000;0.0000;0.000;5.2609;0.577745;-0.571796;-0.410184;0.413532;0.21;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.010;True;;
23;111.1692;90.8559;2593.581;0.000;0.0000;0.0000;0.000;5.2637;0.577726;-0.571779;-0.410212;0.413555;0.21;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.020;True;;
24;111.1694;90.8559;2593.599;0.000;0.0000;0.0000;0.000;5.2662;0.577707;-0.571753;-0.410242;0.413587;0.22;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.030;True;;
25;111.1696;90.8559;2593.611;0.000;0.0000;0.0000;0.000;5.2695;0.577684;-0.571736;-0.410272;0.413613;0.22;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.040;True;;
26;111.1698;90.8560;2593.626;0.000;0.0000;0.0000;0.000;5.2722;0.577663;-0.571720;-0.410297;0.413640;0.22;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.050;True;;
27;111.1700;90.8560;2593.644;0.000;0.0000;0.0000;0.000;5.2750;0.577641;-0.571691;-0.410329;0.413680;0.22;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.060;True;;
28;111.1702;90.8560;2593.659;0.000;0.0000;0.0000;0.000;5.2775;0.577620;-0.571674;-0.410351;0.413711;0.26;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.070;True;;
29;111.1703;90.8559;2593.675;0.000;0.0000;0.0000;0.000;5.2799;0.577597;-0.571653;-0.410375;0.413747;0.26;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.080;True;;
30;111.1705;90.8559;2593.687;0.000;0.0000;0.0000;0.000;5.2840;0.577565;-0.571635;-0.410407;0.413786;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.090;True;;
31;111.1706;90.8560;2593.704;0.000;0.0000;0.0000;0.000;5.2869;0.577538;-0.571608;-0.410435;0.413833;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.100;True;;
32;111.1708;90.8560;2593.714;0.000;0.0000;0.0000;0.000;5.2917;0.577501;-0.571591;-0.410471;0.413871;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.110;True;;
33;111.1710;90.8559;2593.729;0.000;0.0000;0.0000;0.000;5.2948;0.577474;-0.571568;-0.410501;0.413912;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.120;True;;
34;111.1712;90.8559;2593.742;0.000;0.0000;0.0000;0.000;5.2987;0.577445;-0.571545;-0.410536;0.413949;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.130;True;;
35;111.1714;90.8559;2593.754;0.000;0.0000;0.0000;0.000;5.3024;0.577416;-0.571524;-0.410567;0.413988;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.140;True;;
36;111.1717;90.8559;2593.765;0.000;0.0000;0.0000;0.000;5.3068;0.577385;-0.571503;-0.410606;0.414022;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.150;True;;
37;111.1719;90.8559;2593.778;0.000;0.0000;0.0000;0.000;5.3098;0.577360;-0.571483;-0.410631;0.414059;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.160;True;;
38;111.1722;90.8559;2593.790;0.000;0.0000;0.0000;0.000;5.3139;0.577332;-0.571457;-0.410673;0.414093;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.170;True;;
39;111.1725;90.8559;2593.802;0.000;0.0000;0.0000;0.000;5.3180;0.577302;-0.571432;-0.410710;0.414132;0.33;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.180;True;;
40;111.1729;90.8559;2593.812;0.000;0.0000;0.0000;0.000;5.3219;0.577275;-0.571412;-0.410744;0.414162;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.190;True;;
41;111.1731;90.8559;2593.824;0.000;0.0000;0.0000;0.000;5.3253;0.577250;-0.571389;-0.410775;0.414200;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.200;True;;
42;111.1734;90.8559;2593.833;0.000;0.0000;0.0000;0.000;5.3294;0.577221;-0.571370;-0.410811;0.414231;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.210;True;;
43;111.1737;90.8559;2593.842;0.000;0.0000;0.0000;0.000;5.3338;0.577189;-0.571352;-0.410846;0.414265;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.220;True;;
44;111.1740;90.8559;2593.856;0.000;0.0000;0.0000;0.000;5.3372;0.577163;-0.571319;-0.410883;0.414311;0.31;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.230;True;;
45;111.1744;90.8559;2593.863;0.000;0.0000;0.0000;0.000;5.3422;0.577132;-0.571296;-0.410927;0.414342;0.31;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.240;True;;
46;111.1748;90.8559;2593.875;0.000;0.0000;0.0000;0.000;5.3459;0.577104;-0.571271;-0.410962;0.414380;0.30;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.250;True;;
47;111.1751;90.8558;2593.886;0.000;0.0000;0.0000;0.000;5.3496;0.577078;-0.571242;-0.411000;0.414419;0.30;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.260;True;;
48;111.1755;90.8559;2593.896;0.000;0.0000;0.0000;0.000;5.3541;0.577048;-0.571215;-0.411041;0.414458;0.28;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.270;True;;
49;111.1759;90.8559;2593.906;0.000;0.0000;0.0000;0.000;5.3585;0.577017;-0.571184;-0.411083;0.414501;0.28;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.280;True;;
50;111.1762;90.8559;2593.921;0.000;0.0000;0.0000;0.000;5.3614;0.576995;-0.571151;-0.411115;0.414545;0.30;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.290;True;;
51;111.1765;90.8559;2593.929;0.000;0.0000;0.0000;0.000;5.3654;0.576966;-0.571131;-0.411149;0.414581;0.30;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.300;True;;
52;111.1769;90.8559;2593.942;0.000;0.0000;0.0000;0.000;5.3692;0.576937;-0.571093;-0.411189;0.414632;0.31;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.310;True;;
53;111.1773;90.8559;2593.952;0.000;0.0000;0.0000;0.000;5.3730;0.576911;-0.571067;-0.411224;0.414670;0.31;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.320;True;;
54;111.1776;90.8560;2593.964;0.000;0.0000;0.0000;0.000;5.3768;0.576881;-0.571037;-0.411257;0.414720;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.330;True;;
55;111.1779;90.8560;2593.976;0.000;0.0000;0.0000;0.000;5.3799;0.576858;-0.571009;-0.411288;0.414759;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.340;True;;
56;111.1783;90.8559;2593.986;0.000;0.0000;0.0000;0.000;5.3840;0.576827;-0.570978;-0.411327;0.414806;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.350;True;;
57;111.1787;90.8559;2593.995;0.000;0.0000;0.0000;0.000;5.3883;0.576798;-0.570949;-0.411366;0.414848;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.360;True;;
58;111.1792;90.8560;2594.008;0.000;0.0000;0.0000;0.000;5.3907;0.576781;-0.570920;-0.411394;0.414885;0.38;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.370;True;;
59;111.1796;90.8559;2594.016;0.000;0.0000;0.0000;0.000;5.3955;0.576748;-0.570887;-0.411438;0.414931;0.38;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.380;True;;
60;111.1800;90.8559;2594.027;0.000;0.0000;0.0000;0.000;5.3991;0.576723;-0.570854;-0.411477;0.414974;0.39;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.390;True;;
61;111.1804;90.8559;2594.034;0.000;0.0000;0.0000;0.000;5.4034;0.576695;-0.570828;-0.411516;0.415010;0.39;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.400;True;;
62;111.1809;90.8559;2594.039;0.000;0.0000;0.0000;0.000;5.4088;0.576659;-0.570803;-0.411560;0.415050;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.410;True;;
63;111.1813;90.8559;2594.044;0.000;0.0000;0.0000;0.000;5.4139;0.576628;-0.570774;-0.411607;0.415087;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.420;True;;
64;111.1817;90.8558;2594.046;0.000;0.0000;0.0000;0.000;5.4195;0.576592;-0.570755;-0.411651;0.415119;0.29;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.430;True;;
65;111.1822;90.8558;2594.050;0.000;0.0000;0.0000;0.000;5.4250;0.576556;-0.570731;-0.411697;0.415157;0.29;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.440;True;;
66;111.1827;90.8558;2594.055;0.000;0.0000;0.0000;0.000;5.4297;0.576526;-0.570707;-0.411737;0.415191;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.450;True;;
67;111.1831;90.8558;2594.055;0.000;0.0000;0.0000;0.000;5.4359;0.576486;-0.570689;-0.411783;0.415227;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.460;True;;
68;111.1836;90.8557;2594.054;0.000;0.0000;0.0000;0.000;5.4424;0.576444;-0.570672;-0.411832;0.415259;0.21;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.470;True;;
69;111.1840;90.8557;2594.059;0.000;0.0000;0.0000;0.000;5.4471;0.576413;-0.570650;-0.411871;0.415293;0.21;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.480;True;;
70;111.1845;90.8557;2594.062;0.000;0.0000;0.0000;0.000;5.4525;0.576376;-0.570631;-0.411910;0.415333;0.17;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.490;True;;
71;111.1850;90.8557;2594.066;0.000;0.0000;0.0000;0.000;5.4574;0.576345;-0.570605;-0.411953;0.415370;0.17;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.500;True;;
72;111.1854;90.8557;2594.069;0.000;0.0000;0.0000;0.000;5.4629;0.576306;-0.570586;-0.411992;0.415410;0.16;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.510;True;;
73;111.1858;90.8556;2594.077;0.000;0.0000;0.0000;0.000;5.4659;0.576285;-0.570562;-0.412018;0.415445;0.16;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.520;True;;
74;111.1863;90.8556;2594.085;0.000;0.0000;0.0000;0.000;5.4693;0.576260;-0.570541;-0.412045;0.415482;0.19;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.530;True;;
75;111.1867;90.8557;2594.090;0.000;0.0000;0.0000;0.000;5.4739;0.576227;-0.570519;-0.412080;0.415525;0.19;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.540;True;;
76;111.1872;90.8557;2594.098;0.000;0.0000;0.0000;0.000;5.4772;0.576204;-0.570495;-0.412108;0.415562;0.20;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.550;True;;
77;111.1877;90.8556;2594.108;0.000;0.0000;0.0000;0.000;5.4796;0.576185;-0.570471;-0.412129;0.415600;0.20;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.560;True;;
78;111.1881;90.8556;2594.118;0.000;0.0000;0.0000;0.000;5.4820;0.576166;-0.570449;-0.412148;0.415638;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.570;True;;
79;111.1886;90.8556;2594.130;0.000;0.0000;0.0000;0.000;5.4839;0.576151;-0.570422;-0.412167;0.415676;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.580;True;;
80;111.1890;90.8557;2594.140;0.000;0.0000;0.0000;0.000;5.4864;0.576132;-0.570397;-0.412189;0.415715;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.590;True;;
81;111.1895;90.8557;2594.155;0.000;0.0000;0.0000;0.000;5.4868;0.576128;-0.570371;-0.412198;0.415748;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.600;True;;
82;111.1900;90.8558;2594.163;0.000;0.0000;0.0000;0.000;5.4894;0.576108;-0.570352;-0.412218;0.415782;0.31;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.610;True;;
83;111.1904;90.8558;2594.177;0.000;0.0000;0.0000;0.000;5.4902;0.576100;-0.570327;-0.412229;0.415816;0.31;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.620;True;;
84;111.1909;90.8558;2594.187;0.000;0.0000;0.0000;0.000;5.4917;0.576086;-0.570310;-0.412239;0.415850;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.630;True;;
85;111.1914;90.8559;2594.202;0.000;0.0000;0.0000;0.000;5.4923;0.576081;-0.570282;-0.412249;0.415883;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.640;True;;
86;111.1919;90.8559;2594.211;0.000;0.0000;0.0000;0.000;5.4934;0.576072;-0.570269;-0.412256;0.415908;0.40;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.650;True;;
87;111.1924;90.8559;2594.224;0.000;0.0000;0.0000;0.000;5.4944;0.576062;-0.570245;-0.412268;0.415942;0.40;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.660;True;;
88;111.1928;90.8559;2594.233;0.000;0.0000;0.0000;0.000;5.4963;0.576047;-0.570227;-0.412282;0.415973;0.42;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.670;True;;
89;111.1933;90.8559;2594.246;0.000;0.0000;0.0000;0.000;5.4973;0.576038;-0.570205;-0.412292;0.416007;0.42;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.680;True;;
90;111.1939;90.8560;2594.255;0.000;0.0000;0.0000;0.000;5.4993;0.576025;-0.570186;-0.412309;0.416034;0.47;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.690;True;;
91;111.1943;90.8560;2594.266;0.000;0.0000;0.0000;0.000;5.5000;0.576016;-0.570168;-0.412315;0.416065;0.47;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.700;True;;
92;111.1948;90.8560;2594.273;0.000;0.0000;0.0000;0.000;5.5019;0.576003;-0.570158;-0.412327;0.416085;0.52;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.710;True;;
93;111.1953;90.8560;2594.283;0.000;0.0000;0.0000;0.000;5.5040;0.575988;-0.570135;-0.412346;0.416119;0.52;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.720;True;;
94;111.1959;90.8560;2594.288;0.000;0.0000;0.0000;0.000;5.5063;0.575974;-0.570124;-0.412362;0.416137;0.55;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.730;True;;
95;111.1964;90.8560;2594.295;0.000;0.0000;0.0000;0.000;5.5080;0.575963;-0.570113;-0.412374;0.416156;0.55;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.740;True;;
96;111.1970;90.8560;2594.299;0.000;0.0000;0.0000;0.000;5.5116;0.575939;-0.570099;-0.412399;0.416183;0.59;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.750;True;;
97;111.1975;90.8560;2594.304;0.000;0.0000;0.0000;0.000;5.5142;0.575924;-0.570086;-0.412419;0.416202;0.59;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.760;True;;
98;111.1980;90.8560;2594.306;0.000;0.0000;0.0000;0.000;5.5175;0.575902;-0.570079;-0.412439;0.416222;0.60;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.770;True;;
99;111.1986;90.8560;2594.310;0.000;0.0000;0.0000;0.000;5.5201;0.575886;-0.570072;-0.412456;0.416237;0.60;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.780;True;;
100;111.1991;90.8559;2594.313;0.000;0.0000;0.0000;0.000;5.5231;0.575868;-0.570063;-0.412476;0.416254;0.58;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.790;True;;
101;111.1997;90.8559;2594.311;0.000;0.0000;0.0000;0.000;5.5277;0.575839;-0.570057;-0.412506;0.416272;0.58;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.800;True;;
102;111.2003;90.8559;2594.319;0.000;0.0000;0.0000;0.000;5.5289;0.575834;-0.570046;-0.412517;0.416285;0.55;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.810;True;;
103;111.2008;90.8559;2594.320;0.000;0.0000;0.0000;0.000;5.5317;0.575815;-0.570043;-0.412532;0.416299;0.55;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.820;True;;
104;111.2013;90.8559;2594.318;0.000;0.0000;0.0000;0.000;5.5360;0.575790;-0.570040;-0.412558;0.416313;0.52;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.830;True;;
105;111.2019;90.8559;2594.321;0.000;0.0000;0.0000;0.000;5.5383;0.575778;-0.570033;-0.412575;0.416321;0.52;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.840;True;;
106;111.2024;90.8559;2594.325;0.000;0.0000;0.0000;0.000;5.5405;0.575766;-0.570025;-0.412591;0.416335;0.49;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.850;True;;
107;111.2030;90.8558;2594.326;0.000;0.0000;0.0000;0.000;5.5426;0.575755;-0.570024;-0.412604;0.416339;0.49;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.860;True;;
108;111.2035;90.8558;2594.326;0.000;0.0000;0.0000;0.000;5.5451;0.575739;-0.570024;-0.412617;0.416346;0.47;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.870;True;;
109;111.2041;90.8558;2594.331;0.000;0.0000;0.0000;0.000;5.5466;0.575733;-0.570016;-0.412630;0.416353;0.47;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.880;True;;
110;111.2046;90.8558;2594.333;0.000;0.0000;0.0000;0.000;5.5486;0.575720;-0.570014;-0.412640;0.416363;0.46;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.890;True;;
111;111.2052;90.8558;2594.338;0.000;0.0000;0.0000;0.000;5.5493;0.575719;-0.570009;-0.412646;0.416366;0.46;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:41:59.900;True;;
