Id;H  [deg];V  [deg];D  [mm];U(95)  [mm];U(95) H  [deg];U(95) V  [deg];U(95) D  [mm];Tilt  [deg];Q0 ;Q1 ;Q2 ;Q3 ;Image RMS  [µm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;OTG Applied;Delete;
15;111.1646;86.3925;2599.185;0.000;0.0000;0.0000;0.000;2.7383;0.576525;-0.571023;-0.410985;0.415504;0.39;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.850;True;;
16;111.1649;86.3925;2599.187;0.000;0.0000;0.0000;0.000;2.7428;0.576503;-0.571015;-0.410999;0.415530;0.39;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.860;True;;
17;111.1651;86.3925;2599.192;0.000;0.0000;0.0000;0.000;2.7498;0.576476;-0.570995;-0.411022;0.415573;0.50;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.870;True;;
18;111.1653;86.3925;2599.199;0.000;0.0000;0.0000;0.000;2.7562;0.576458;-0.570969;-0.411048;0.415608;0.50;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.880;True;;
19;111.1655;86.3926;2599.203;0.000;0.0000;0.0000;0.000;2.7621;0.576434;-0.570953;-0.411071;0.415642;0.46;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.890;True;;
20;111.1659;86.3926;2599.207;0.000;0.0000;0.0000;0.000;2.7670;0.576418;-0.570937;-0.411094;0.415663;0.46;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.900;True;;
21;111.1662;86.3926;2599.212;0.000;0.0000;0.0000;0.000;2.7698;0.576411;-0.570926;-0.411107;0.415675;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.910;True;;
22;111.1666;86.3926;2599.213;0.000;0.0000;0.0000;0.000;2.7716;0.576404;-0.570923;-0.411120;0.415676;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.920;True;;
23;111.1670;86.3926;2599.219;0.000;0.0000;0.0000;0.000;2.7724;0.576406;-0.570917;-0.411125;0.415675;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.930;True;;
24;111.1674;86.3926;2599.226;0.000;0.0000;0.0000;0.000;2.7746;0.576409;-0.570900;-0.411139;0.415680;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.940;True;;
25;111.1678;86.3926;2599.229;0.000;0.0000;0.0000;0.000;2.7768;0.576404;-0.570892;-0.411156;0.415682;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.950;True;;
26;111.1682;86.3925;2599.229;0.000;0.0000;0.0000;0.000;2.7797;0.576391;-0.570887;-0.411178;0.415684;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.960;True;;
27;111.1684;86.3926;2599.233;0.000;0.0000;0.0000;0.000;2.7820;0.576385;-0.570879;-0.411188;0.415694;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.970;True;;
28;111.1687;86.3925;2599.235;0.000;0.0000;0.0000;0.000;2.7856;0.576369;-0.570872;-0.411208;0.415708;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.980;True;;
29;111.1690;86.3925;2599.234;0.000;0.0000;0.0000;0.000;2.7883;0.576353;-0.570870;-0.411225;0.415714;0.26;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:21.990;True;;
30;111.1691;86.3925;2599.236;0.000;0.0000;0.0000;0.000;2.7912;0.576338;-0.570866;-0.411240;0.415725;0.26;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.000;True;;
31;111.1694;86.3925;2599.237;0.000;0.0000;0.0000;0.000;2.7923;0.576330;-0.570868;-0.411247;0.415726;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.010;True;;
32;111.1695;86.3925;2599.236;0.000;0.0000;0.0000;0.000;2.7951;0.576312;-0.570869;-0.411265;0.415734;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.020;True;;
33;111.1697;86.3925;2599.241;0.000;0.0000;0.0000;0.000;2.7972;0.576305;-0.570862;-0.411271;0.415746;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.030;True;;
34;111.1698;86.3924;2599.241;0.000;0.0000;0.0000;0.000;2.7985;0.576292;-0.570867;-0.411277;0.415751;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.040;True;;
35;111.1700;86.3924;2599.246;0.000;0.0000;0.0000;0.000;2.8007;0.576285;-0.570861;-0.411286;0.415762;0.26;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.050;True;;
36;111.1701;86.3924;2599.250;0.000;0.0000;0.0000;0.000;2.8030;0.576273;-0.570856;-0.411294;0.415775;0.26;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.060;True;;
37;111.1702;86.3925;2599.260;0.000;0.0000;0.0000;0.000;2.8042;0.576275;-0.570847;-0.411290;0.415790;0.28;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.070;True;;
38;111.1703;86.3925;2599.269;0.000;0.0000;0.0000;0.000;2.8074;0.576271;-0.570829;-0.411300;0.415812;0.28;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.080;True;;
39;111.1705;86.3925;2599.277;0.000;0.0000;0.0000;0.000;2.8081;0.576274;-0.570820;-0.411302;0.415816;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.090;True;;
40;111.1706;86.3926;2599.288;0.000;0.0000;0.0000;0.000;2.8097;0.576279;-0.570805;-0.411305;0.415828;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.100;True;;
41;111.1708;86.3926;2599.296;0.000;0.0000;0.0000;0.000;2.8099;0.576287;-0.570796;-0.411305;0.415828;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.110;True;;
42;111.1709;86.3927;2599.307;0.000;0.0000;0.0000;0.000;2.8096;0.576301;-0.570785;-0.411300;0.415830;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.120;True;;
43;111.1711;86.3927;2599.313;0.000;0.0000;0.0000;0.000;2.8102;0.576302;-0.570780;-0.411305;0.415831;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.130;True;;
44;111.1712;86.3927;2599.323;0.000;0.0000;0.0000;0.000;2.8099;0.576311;-0.570773;-0.411296;0.415835;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.140;True;;
45;111.1712;86.3928;2599.331;0.000;0.0000;0.0000;0.000;2.8104;0.576313;-0.570768;-0.411294;0.415842;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.150;True;;
46;111.1713;86.3928;2599.342;0.000;0.0000;0.0000;0.000;2.8116;0.576319;-0.570753;-0.411293;0.415855;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.160;True;;
47;111.1712;86.3928;2599.355;0.000;0.0000;0.0000;0.000;2.8136;0.576320;-0.570738;-0.411290;0.415878;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.170;True;;
48;111.1712;86.3929;2599.365;0.000;0.0000;0.0000;0.000;2.8133;0.576327;-0.570732;-0.411279;0.415886;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.180;True;;
49;111.1711;86.3929;2599.377;0.000;0.0000;0.0000;0.000;2.8123;0.576337;-0.570729;-0.411258;0.415898;0.39;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.190;True;;
50;111.1711;86.3930;2599.390;0.000;0.0000;0.0000;0.000;2.8108;0.576352;-0.570724;-0.411240;0.415902;0.39;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.200;True;;
51;111.1711;86.3930;2599.392;0.000;0.0000;0.0000;0.000;2.8090;0.576353;-0.570736;-0.411232;0.415891;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.210;True;;
52;111.1711;86.3929;2599.387;0.000;0.0000;0.0000;0.000;2.8072;0.576344;-0.570760;-0.411228;0.415876;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.220;True;;
53;111.1711;86.3929;2599.381;0.000;0.0000;0.0000;0.000;2.8076;0.576327;-0.570774;-0.411243;0.415865;0.30;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.230;True;;
54;111.1710;86.3928;2599.374;0.000;0.0000;0.0000;0.000;2.8080;0.576306;-0.570793;-0.411254;0.415857;0.30;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.240;True;;
55;111.1709;86.3928;2599.370;0.000;0.0000;0.0000;0.000;2.8081;0.576293;-0.570805;-0.411265;0.415847;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.250;True;;
56;111.1709;86.3927;2599.366;0.000;0.0000;0.0000;0.000;2.8088;0.576280;-0.570814;-0.411278;0.415841;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.260;True;;
57;111.1709;86.3927;2599.368;0.000;0.0000;0.0000;0.000;2.8071;0.576283;-0.570822;-0.411276;0.415826;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.270;True;;
58;111.1708;86.3927;2599.366;0.000;0.0000;0.0000;0.000;2.8065;0.576277;-0.570833;-0.411280;0.415817;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.280;True;;
59;111.1708;86.3927;2599.370;0.000;0.0000;0.0000;0.000;2.8050;0.576282;-0.570838;-0.411277;0.415805;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.290;True;;
60;111.1707;86.3927;2599.370;0.000;0.0000;0.0000;0.000;2.8042;0.576281;-0.570845;-0.411280;0.415794;0.25;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.300;True;;
61;111.1706;86.3926;2599.372;0.000;0.0000;0.0000;0.000;2.8038;0.576278;-0.570851;-0.411280;0.415791;0.26;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.310;True;;
62;111.1706;86.3926;2599.375;0.000;0.0000;0.0000;0.000;2.8009;0.576286;-0.570862;-0.411270;0.415774;0.26;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.320;True;;
63;111.1704;86.3927;2599.380;0.000;0.0000;0.0000;0.000;2.7991;0.576294;-0.570866;-0.411261;0.415767;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.330;True;;
64;111.1703;86.3927;2599.383;0.000;0.0000;0.0000;0.000;2.7990;0.576292;-0.570869;-0.411262;0.415765;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.340;True;;
65;111.1702;86.3926;2599.385;0.000;0.0000;0.0000;0.000;2.7964;0.576295;-0.570882;-0.411251;0.415752;0.31;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.350;True;;
66;111.1700;86.3926;2599.385;0.000;0.0000;0.0000;0.000;2.7948;0.576292;-0.570897;-0.411241;0.415746;0.31;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.360;True;;
67;111.1698;86.3926;2599.385;0.000;0.0000;0.0000;0.000;2.7930;0.576291;-0.570910;-0.411236;0.415735;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.370;True;;
68;111.1695;86.3926;2599.389;0.000;0.0000;0.0000;0.000;2.7908;0.576293;-0.570922;-0.411221;0.415730;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.380;True;;
69;111.1693;86.3926;2599.390;0.000;0.0000;0.0000;0.000;2.7882;0.576298;-0.570935;-0.411211;0.415717;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.390;True;;
70;111.1691;86.3926;2599.396;0.000;0.0000;0.0000;0.000;2.7851;0.576307;-0.570946;-0.411191;0.415708;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.400;True;;
71;111.1689;86.3926;2599.399;0.000;0.0000;0.0000;0.000;2.7827;0.576314;-0.570955;-0.411182;0.415695;0.41;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.410;True;;
72;111.1686;86.3927;2599.407;0.000;0.0000;0.0000;0.000;2.7779;0.576335;-0.570966;-0.411151;0.415681;0.41;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.420;True;;
73;111.1684;86.3927;2599.410;0.000;0.0000;0.0000;0.000;2.7744;0.576344;-0.570980;-0.411136;0.415664;0.43;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.430;True;;
74;111.1682;86.3927;2599.418;0.000;0.0000;0.0000;0.000;2.7707;0.576364;-0.570984;-0.411116;0.415650;0.43;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.440;True;;
75;111.1680;86.3927;2599.427;0.000;0.0000;0.0000;0.000;2.7663;0.576388;-0.570989;-0.411094;0.415632;0.42;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.450;True;;
76;111.1678;86.3927;2599.436;0.000;0.0000;0.0000;0.000;2.7629;0.576412;-0.570987;-0.411078;0.415617;0.42;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.460;True;;
77;111.1676;86.3928;2599.441;0.000;0.0000;0.0000;0.000;2.7592;0.576428;-0.570996;-0.411062;0.415599;0.38;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.470;True;;
78;111.1674;86.3928;2599.447;0.000;0.0000;0.0000;0.000;2.7551;0.576448;-0.571003;-0.411045;0.415578;0.38;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.480;True;;
79;111.1672;86.3928;2599.455;0.000;0.0000;0.0000;0.000;2.7529;0.576463;-0.571002;-0.411033;0.415572;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.490;True;;
80;111.1669;86.3928;2599.458;0.000;0.0000;0.0000;0.000;2.7507;0.576472;-0.571006;-0.411028;0.415558;0.34;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.500;True;;
81;111.1667;86.3928;2599.463;0.000;0.0000;0.0000;0.000;2.7484;0.576485;-0.571007;-0.411020;0.415546;0.30;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.510;True;;
82;111.1664;86.3929;2599.468;0.000;0.0000;0.0000;0.000;2.7453;0.576499;-0.571011;-0.411009;0.415531;0.30;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.520;True;;
83;111.1661;86.3928;2599.471;0.000;0.0000;0.0000;0.000;2.7428;0.576510;-0.571017;-0.411001;0.415518;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.530;True;;
84;111.1658;86.3929;2599.470;0.000;0.0000;0.0000;0.000;2.7399;0.576517;-0.571028;-0.410999;0.415493;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.540;True;;
85;111.1655;86.3928;2599.472;0.000;0.0000;0.0000;0.000;2.7371;0.576526;-0.571036;-0.410992;0.415477;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.550;True;;
86;111.1652;86.3928;2599.470;0.000;0.0000;0.0000;0.000;2.7340;0.576532;-0.571050;-0.410986;0.415455;0.23;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.560;True;;
87;111.1649;86.3927;2599.463;0.000;0.0000;0.0000;0.000;2.7306;0.576530;-0.571075;-0.410984;0.415425;0.20;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.570;True;;
88;111.1646;86.3927;2599.460;0.000;0.0000;0.0000;0.000;2.7285;0.576529;-0.571089;-0.410982;0.415409;0.20;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.580;True;;
89;111.1642;86.3926;2599.453;0.000;0.0000;0.0000;0.000;2.7255;0.576524;-0.571113;-0.410979;0.415386;0.18;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.590;True;;
90;111.1638;86.3926;2599.445;0.000;0.0000;0.0000;0.000;2.7227;0.576518;-0.571138;-0.410979;0.415362;0.18;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.600;True;;
91;111.1634;86.3926;2599.441;0.000;0.0000;0.0000;0.000;2.7196;0.576517;-0.571158;-0.410969;0.415344;0.22;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.610;True;;
92;111.1629;86.3925;2599.438;0.000;0.0000;0.0000;0.000;2.7151;0.576519;-0.571186;-0.410950;0.415322;0.22;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.620;True;;
93;111.1625;86.3925;2599.439;0.000;0.0000;0.0000;0.000;2.7107;0.576533;-0.571200;-0.410932;0.415301;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.630;True;;
94;111.1621;86.3925;2599.443;0.000;0.0000;0.0000;0.000;2.7070;0.576547;-0.571209;-0.410913;0.415288;0.27;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.640;True;;
95;111.1617;86.3926;2599.451;0.000;0.0000;0.0000;0.000;2.7017;0.576573;-0.571217;-0.410884;0.415270;0.29;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.650;True;;
96;111.1613;86.3926;2599.458;0.000;0.0000;0.0000;0.000;2.6968;0.576598;-0.571225;-0.410856;0.415252;0.29;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.660;True;;
97;111.1609;86.3927;2599.471;0.000;0.0000;0.0000;0.000;2.6915;0.576631;-0.571225;-0.410820;0.415242;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.670;True;;
98;111.1604;86.3927;2599.483;0.000;0.0000;0.0000;0.000;2.6856;0.576665;-0.571228;-0.410784;0.415226;0.32;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.680;True;;
99;111.1599;86.3928;2599.494;0.000;0.0000;0.0000;0.000;2.6804;0.576694;-0.571232;-0.410748;0.415216;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.690;True;;
100;111.1594;86.3929;2599.509;0.000;0.0000;0.0000;0.000;2.6747;0.576731;-0.571231;-0.410706;0.415208;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.700;True;;
101;111.1590;86.3930;2599.524;0.000;0.0000;0.0000;0.000;2.6688;0.576772;-0.571228;-0.410667;0.415194;0.41;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.710;True;;
102;111.1585;86.3930;2599.533;0.000;0.0000;0.0000;0.000;2.6635;0.576800;-0.571232;-0.410637;0.415177;0.41;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.720;True;;
103;111.1582;86.3930;2599.542;0.000;0.0000;0.0000;0.000;2.6579;0.576832;-0.571238;-0.410606;0.415158;0.41;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.730;True;;
104;111.1577;86.3931;2599.545;0.000;0.0000;0.0000;0.000;2.6525;0.576856;-0.571248;-0.410584;0.415131;0.41;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.740;True;;
105;111.1573;86.3931;2599.547;0.000;0.0000;0.0000;0.000;2.6467;0.576878;-0.571264;-0.410561;0.415102;0.40;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.750;True;;
106;111.1569;86.3931;2599.545;0.000;0.0000;0.0000;0.000;2.6417;0.576893;-0.571281;-0.410547;0.415071;0.40;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.760;True;;
107;111.1564;86.3930;2599.541;0.000;0.0000;0.0000;0.000;2.6390;0.576895;-0.571294;-0.410543;0.415054;0.38;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.770;True;;
108;111.1559;86.3930;2599.544;0.000;0.0000;0.0000;0.000;2.6336;0.576918;-0.571306;-0.410518;0.415030;0.38;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.780;True;;
109;111.1554;86.3930;2599.540;0.000;0.0000;0.0000;0.000;2.6296;0.576925;-0.571324;-0.410508;0.415005;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.790;True;;
110;111.1549;86.3930;2599.536;0.000;0.0000;0.0000;0.000;2.6259;0.576931;-0.571341;-0.410500;0.414982;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.800;True;;
111;111.1545;86.3930;2599.536;0.000;0.0000;0.0000;0.000;2.6213;0.576946;-0.571354;-0.410484;0.414958;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.6;962;67;'29.06.2021 09:46:22.810;True;;
