Id;H  [deg];V  [deg];D  [mm];U(95)  [mm];U(95) H  [deg];U(95) V  [deg];U(95) D  [mm];Tilt  [deg];Q0 ;Q1 ;Q2 ;Q3 ;Image RMS  [µm];Target;Temperature  [°C];Pressure  [mBar];Humidity  [%];Time Stamp;OTG Applied;Delete;
13;-97.4952;90.8396;2559.967;0.000;0.0000;0.0000;0.000;5.1184;0.546880;-0.538589;0.448867;-0.457562;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.610;True;;
14;-97.4942;90.8397;2560.566;0.000;0.0000;0.0000;0.000;5.1136;0.546886;-0.538562;0.448863;-0.457590;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.620;True;;
15;-97.4932;90.8391;2561.186;0.000;0.0000;0.0000;0.000;5.1067;0.546907;-0.538525;0.448849;-0.457622;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.630;True;;
16;-97.4920;90.8379;2561.817;0.000;0.0000;0.0000;0.000;5.1000;0.546921;-0.538494;0.448837;-0.457653;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.640;True;;
17;-97.4910;90.8371;2562.461;0.000;0.0000;0.0000;0.000;5.0934;0.546936;-0.538463;0.448823;-0.457686;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.650;True;;
18;-97.4899;90.8370;2563.114;0.000;0.0000;0.0000;0.000;5.0876;0.546949;-0.538433;0.448811;-0.457718;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.660;True;;
19;-97.4888;90.8371;2563.782;0.000;0.0000;0.0000;0.000;5.0807;0.546969;-0.538394;0.448795;-0.457755;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.670;True;;
20;-97.4877;90.8366;2564.460;0.000;0.0000;0.0000;0.000;5.0748;0.546986;-0.538364;0.448784;-0.457782;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.680;True;;
21;-97.4866;90.8359;2565.160;0.000;0.0000;0.0000;0.000;5.0670;0.547007;-0.538323;0.448769;-0.457818;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.690;True;;
22;-97.4854;90.8355;2565.872;0.000;0.0000;0.0000;0.000;5.0599;0.547015;-0.538285;0.448765;-0.457857;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.700;True;;
23;-97.4843;90.8358;2566.593;0.000;0.0000;0.0000;0.000;5.0547;0.547023;-0.538256;0.448760;-0.457888;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.710;True;;
24;-97.4832;90.8364;2567.331;0.000;0.0000;0.0000;0.000;5.0497;0.547038;-0.538230;0.448740;-0.457920;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.720;True;;
25;-97.4820;90.8362;2568.085;0.000;0.0000;0.0000;0.000;5.0429;0.547053;-0.538193;0.448731;-0.457954;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.730;True;;
26;-97.4808;90.8355;2568.850;0.000;0.0000;0.0000;0.000;5.0378;0.547071;-0.538168;0.448717;-0.457975;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.740;True;;
27;-97.4795;90.8351;2569.627;0.000;0.0000;0.0000;0.000;5.0328;0.547079;-0.538143;0.448711;-0.458001;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.750;True;;
28;-97.4782;90.8350;2570.426;0.000;0.0000;0.0000;0.000;5.0272;0.547101;-0.538117;0.448687;-0.458028;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.760;True;;
29;-97.4770;90.8345;2571.232;0.000;0.0000;0.0000;0.000;5.0218;0.547115;-0.538094;0.448669;-0.458056;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.770;True;;
30;-97.4757;90.8334;2572.053;0.000;0.0000;0.0000;0.000;5.0151;0.547136;-0.538063;0.448652;-0.458084;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.780;True;;
31;-97.4744;90.8321;2572.889;0.000;0.0000;0.0000;0.000;5.0079;0.547158;-0.538029;0.448639;-0.458112;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.790;True;;
32;-97.4731;90.8311;2573.742;0.000;0.0000;0.0000;0.000;5.0009;0.547178;-0.537995;0.448625;-0.458141;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.800;True;;
33;-97.4718;90.8306;2574.609;0.000;0.0000;0.0000;0.000;4.9946;0.547192;-0.537964;0.448611;-0.458174;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.810;True;;
34;-97.4706;90.8306;2575.488;0.000;0.0000;0.0000;0.000;4.9887;0.547195;-0.537934;0.448609;-0.458208;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.820;True;;
35;-97.4694;90.8311;2576.378;0.000;0.0000;0.0000;0.000;4.9857;0.547211;-0.537916;0.448598;-0.458220;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.830;True;;
36;-97.4681;90.8319;2577.289;0.000;0.0000;0.0000;0.000;4.9811;0.547224;-0.537886;0.448593;-0.458245;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.840;True;;
37;-97.4666;90.8322;2578.212;0.000;0.0000;0.0000;0.000;4.9778;0.547243;-0.537866;0.448582;-0.458257;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.850;True;;
38;-97.4652;90.8316;2579.154;0.000;0.0000;0.0000;0.000;4.9727;0.547257;-0.537843;0.448570;-0.458280;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.860;True;;
39;-97.4639;90.8309;2580.112;0.000;0.0000;0.0000;0.000;4.9679;0.547273;-0.537829;0.448544;-0.458303;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.870;True;;
40;-97.4625;90.8305;2581.081;0.000;0.0000;0.0000;0.000;4.9634;0.547284;-0.537815;0.448521;-0.458328;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.880;True;;
41;-97.4610;90.8301;2582.062;0.000;0.0000;0.0000;0.000;4.9584;0.547297;-0.537789;0.448516;-0.458349;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.890;True;;
42;-97.4595;90.8290;2583.062;0.000;0.0000;0.0000;0.000;4.9515;0.547311;-0.537753;0.448511;-0.458378;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.900;True;;
43;-97.4581;90.8275;2584.076;0.000;0.0000;0.0000;0.000;4.9461;0.547326;-0.537729;0.448505;-0.458393;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.910;True;;
44;-97.4567;90.8264;2585.107;0.000;0.0000;0.0000;0.000;4.9412;0.547342;-0.537710;0.448491;-0.458411;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.920;True;;
45;-97.4553;90.8264;2586.150;0.000;0.0000;0.0000;0.000;4.9371;0.547346;-0.537695;0.448480;-0.458435;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.930;True;;
46;-97.4539;90.8272;2587.209;0.000;0.0000;0.0000;0.000;4.9338;0.547358;-0.537674;0.448473;-0.458451;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.940;True;;
47;-97.4524;90.8277;2588.290;0.000;0.0000;0.0000;0.000;4.9293;0.547374;-0.537646;0.448466;-0.458471;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.950;True;;
48;-97.4509;90.8273;2589.382;0.000;0.0000;0.0000;0.000;4.9269;0.547393;-0.537636;0.448454;-0.458474;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.960;True;;
49;-97.4493;90.8267;2590.493;0.000;0.0000;0.0000;0.000;4.9235;0.547407;-0.537625;0.448439;-0.458484;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.970;True;;
50;-97.4479;90.8268;2591.621;0.000;0.0000;0.0000;0.000;4.9205;0.547421;-0.537616;0.448416;-0.458500;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.980;True;;
51;-97.4463;90.8272;2592.763;0.000;0.0000;0.0000;0.000;4.9169;0.547428;-0.537606;0.448394;-0.458525;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:07.990;True;;
52;-97.4447;90.8268;2593.916;0.000;0.0000;0.0000;0.000;4.9137;0.547434;-0.537595;0.448387;-0.458538;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.000;True;;
53;-97.4431;90.8252;2595.083;0.000;0.0000;0.0000;0.000;4.9103;0.547448;-0.537581;0.448384;-0.458539;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.010;True;;
54;-97.4413;90.8233;2596.270;0.000;0.0000;0.0000;0.000;4.9054;0.547460;-0.537563;0.448380;-0.458551;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.020;True;;
55;-97.4397;90.8220;2597.472;0.000;0.0000;0.0000;0.000;4.9019;0.547466;-0.537555;0.448371;-0.458562;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.030;True;;
56;-97.4383;90.8213;2598.690;0.000;0.0000;0.0000;0.000;4.8990;0.547470;-0.537551;0.448359;-0.458574;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.040;True;;
57;-97.4368;90.8209;2599.926;0.000;0.0000;0.0000;0.000;4.8965;0.547482;-0.537543;0.448347;-0.458579;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.050;True;;
58;-97.4352;90.8212;2601.177;0.000;0.0000;0.0000;0.000;4.8943;0.547491;-0.537528;0.448351;-0.458582;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.060;True;;
59;-97.4335;90.8219;2602.443;0.000;0.0000;0.0000;0.000;4.8935;0.547506;-0.537521;0.448346;-0.458578;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.070;True;;
60;-97.4319;90.8224;2603.722;0.000;0.0000;0.0000;0.000;4.8934;0.547513;-0.537520;0.448345;-0.458571;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.080;True;;
61;-97.4303;90.8226;2605.024;0.000;0.0000;0.0000;0.000;4.8910;0.547516;-0.537513;0.448338;-0.458583;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.090;True;;
62;-97.4287;90.8227;2606.338;0.000;0.0000;0.0000;0.000;4.8909;0.547516;-0.537523;0.448326;-0.458585;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.100;True;;
63;-97.4269;90.8225;2607.678;0.000;0.0000;0.0000;0.000;4.8884;0.547531;-0.537518;0.448304;-0.458593;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.110;True;;
64;-97.4251;90.8213;2609.026;0.000;0.0000;0.0000;0.000;4.8863;0.547536;-0.537515;0.448303;-0.458592;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.120;True;;
65;-97.4232;90.8194;2610.382;0.000;0.0000;0.0000;0.000;4.8854;0.547532;-0.537520;0.448313;-0.458581;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.130;True;;
66;-97.4215;90.8180;2611.764;0.000;0.0000;0.0000;0.000;4.8835;0.547543;-0.537520;0.448304;-0.458577;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.140;True;;
67;-97.4198;90.8175;2613.158;0.000;0.0000;0.0000;0.000;4.8821;0.547540;-0.537522;0.448301;-0.458581;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.150;True;;
68;-97.4181;90.8176;2614.573;0.000;0.0000;0.0000;0.000;4.8808;0.547544;-0.537521;0.448294;-0.458584;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.160;True;;
69;-97.4164;90.8176;2615.997;0.000;0.0000;0.0000;0.000;4.8815;0.547545;-0.537527;0.448300;-0.458570;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.170;True;;
70;-97.4146;90.8174;2617.437;0.000;0.0000;0.0000;0.000;4.8818;0.547546;-0.537528;0.448314;-0.458555;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.180;True;;
71;-97.4129;90.8170;2618.896;0.000;0.0000;0.0000;0.000;4.8823;0.547548;-0.537536;0.448316;-0.458541;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.190;True;;
72;-97.4112;90.8167;2620.375;0.000;0.0000;0.0000;0.000;4.8824;0.547550;-0.537549;0.448303;-0.458535;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.200;True;;
73;-97.4095;90.8166;2621.867;0.000;0.0000;0.0000;0.000;4.8830;0.547538;-0.537563;0.448305;-0.458531;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.210;True;;
74;-97.4076;90.8164;2623.374;0.000;0.0000;0.0000;0.000;4.8845;0.547530;-0.537582;0.448303;-0.458520;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.220;True;;
75;-97.4057;90.8160;2624.900;0.000;0.0000;0.0000;0.000;4.8852;0.547535;-0.537591;0.448302;-0.458504;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.230;True;;
76;-97.4038;90.8155;2626.438;0.000;0.0000;0.0000;0.000;4.8873;0.547539;-0.537608;0.448304;-0.458478;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.240;True;;
77;-97.4018;90.8150;2627.994;0.000;0.0000;0.0000;0.000;4.8870;0.547536;-0.537614;0.448309;-0.458470;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.250;True;;
78;-97.4000;90.8142;2629.562;0.000;0.0000;0.0000;0.000;4.8887;0.547535;-0.537635;0.448305;-0.458451;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.260;True;;
79;-97.3981;90.8135;2631.150;0.000;0.0000;0.0000;0.000;4.8886;0.547527;-0.537648;0.448302;-0.458447;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.270;True;;
80;-97.3963;90.8129;2632.752;0.000;0.0000;0.0000;0.000;4.8904;0.547526;-0.537666;0.448306;-0.458423;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.280;True;;
81;-97.3944;90.8125;2634.369;0.000;0.0000;0.0000;0.000;4.8932;0.547523;-0.537689;0.448310;-0.458397;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.290;True;;
82;-97.3925;90.8121;2636.004;0.000;0.0000;0.0000;0.000;4.8936;0.547511;-0.537695;0.448329;-0.458385;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.300;True;;
83;-97.3907;90.8118;2637.654;0.000;0.0000;0.0000;0.000;4.8958;0.547506;-0.537716;0.448333;-0.458363;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.310;True;;
84;-97.3888;90.8118;2639.322;0.000;0.0000;0.0000;0.000;4.8972;0.547498;-0.537732;0.448336;-0.458350;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.320;True;;
85;-97.3869;90.8118;2641.002;0.000;0.0000;0.0000;0.000;4.9000;0.547492;-0.537755;0.448340;-0.458327;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.330;True;;
86;-97.3850;90.8111;2642.700;0.000;0.0000;0.0000;0.000;4.9029;0.547488;-0.537781;0.448344;-0.458298;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.340;True;;
87;-97.3830;90.8100;2644.408;0.000;0.0000;0.0000;0.000;4.9069;0.547479;-0.537812;0.448358;-0.458258;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.350;True;;
88;-97.3810;90.8092;2646.138;0.000;0.0000;0.0000;0.000;4.9095;0.547480;-0.537838;0.448353;-0.458231;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.360;True;;
89;-97.3791;90.8094;2647.876;0.000;0.0000;0.0000;0.000;4.9123;0.547465;-0.537863;0.448361;-0.458212;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.370;True;;
90;-97.3771;90.8099;2649.632;0.000;0.0000;0.0000;0.000;4.9147;0.547459;-0.537880;0.448367;-0.458193;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.380;True;;
91;-97.3751;90.8098;2651.398;0.000;0.0000;0.0000;0.000;4.9186;0.547448;-0.537910;0.448375;-0.458162;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.390;True;;
92;-97.3731;90.8090;2653.186;0.000;0.0000;0.0000;0.000;4.9205;0.547440;-0.537930;0.448384;-0.458140;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.400;True;;
93;-97.3710;90.8081;2654.987;0.000;0.0000;0.0000;0.000;4.9231;0.547421;-0.537955;0.448403;-0.458115;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.410;True;;
94;-97.3690;90.8076;2656.806;0.000;0.0000;0.0000;0.000;4.9251;0.547407;-0.537981;0.448404;-0.458100;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.420;True;;
95;-97.3670;90.8072;2658.641;0.000;0.0000;0.0000;0.000;4.9279;0.547404;-0.538011;0.448396;-0.458076;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.430;True;;
96;-97.3650;90.8067;2660.482;0.000;0.0000;0.0000;0.000;4.9335;0.547392;-0.538053;0.448406;-0.458033;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.440;True;;
97;-97.3630;90.8057;2662.347;0.000;0.0000;0.0000;0.000;4.9366;0.547389;-0.538079;0.448414;-0.457997;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.450;True;;
98;-97.3610;90.8045;2664.224;0.000;0.0000;0.0000;0.000;4.9411;0.547387;-0.538114;0.448422;-0.457951;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.460;True;;
99;-97.3589;90.8041;2666.115;0.000;0.0000;0.0000;0.000;4.9453;0.547379;-0.538149;0.448424;-0.457917;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.470;True;;
100;-97.3570;90.8045;2668.015;0.000;0.0000;0.0000;0.000;4.9502;0.547372;-0.538186;0.448423;-0.457883;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.480;True;;
101;-97.3549;90.8051;2669.924;0.000;0.0000;0.0000;0.000;4.9542;0.547357;-0.538213;0.448436;-0.457856;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.490;True;;
102;-97.3528;90.8047;2671.853;0.000;0.0000;0.0000;0.000;4.9575;0.547351;-0.538240;0.448444;-0.457825;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.500;True;;
103;-97.3507;90.8036;2673.795;0.000;0.0000;0.0000;0.000;4.9602;0.547327;-0.538263;0.448474;-0.457796;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.510;True;;
104;-97.3486;90.8030;2675.758;0.000;0.0000;0.0000;0.000;4.9636;0.547314;-0.538295;0.448480;-0.457768;0.37;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.520;True;;
105;-97.3465;90.8032;2677.735;0.000;0.0000;0.0000;0.000;4.9669;0.547294;-0.538326;0.448488;-0.457748;0.38;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.530;True;;
106;-97.3444;90.8031;2679.725;0.000;0.0000;0.0000;0.000;4.9713;0.547289;-0.538363;0.448482;-0.457715;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.540;True;;
107;-97.3423;90.8019;2681.723;0.000;0.0000;0.0000;0.000;4.9760;0.547283;-0.538402;0.448487;-0.457671;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.550;True;;
108;-97.3401;90.8004;2683.742;0.000;0.0000;0.0000;0.000;4.9792;0.547288;-0.538432;0.448487;-0.457631;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.560;True;;
109;-97.3380;90.7996;2685.766;0.000;0.0000;0.0000;0.000;4.9851;0.547272;-0.538475;0.448506;-0.457581;0.35;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.570;True;;
110;-97.3359;90.7995;2687.808;0.000;0.0000;0.0000;0.000;4.9909;0.547257;-0.538520;0.448511;-0.457541;0.36;T-Probe #3013 - Fixed Tip #008327 (6.0 mm);22.5;962;65;'29.06.2021 09:55:08.580;True;;
