5.50453	0.0291658	0	0	0	0.0291658	0	0	0	0.000484844	-0	-0	-0.0702968	0.0043636	-0	-0	-0.00387875	0	-0	-0	-0	-0	-0	-0	0	0	-0	-0	0.00488281	-0.0292969	-0	-0	0.0341797	0.0242859	0	-0.614147	-0.00132605	0	-0.614997	0	0	-0.362496	0.795	-0.0124023	-0.0674998	0.00500059	0.00499649	9.52133e-10	-0.195122	0.000182926	0	0	0	0	0	0	0	-4.94812	-3.78919	1.12775	-0.00577032	0.00580322	-0.00366715	-0.99996	0	0	0	0	0	0	0	
5.58687	4.92944	0	0	0	4.92944	0	0	0	0.000484844	-0	-0	-0.0702968	0.0043636	-0	-0	-0.00387875	39.68	-0	-0	-0	61.38	-0	-0	0	0.0830078	-0	-0	0.00488281	0.116211	-0	-0	0.0341797	0.0242859	0	-0.614147	-0.00132605	0	-0.614997	0	0	-0.362496	0.495	-0.212402	4.3325	-0.294999	1.405	1.4622	-9.95645	-3.31877	0	0	0	0	0	0	0	-4.94675	-3.78922	1.12504	0.00978307	0.0159063	0.00477137	-0.999814	0	0	0	0	0	0	0	
5.66845	9.52777	0	0	0	9.52777	0	0	0	0.0766054	-0	-0	-0.0702968	0.0732115	-0	-0	-0.00387875	62	-0	-0	-0.62	76.26	-0	-0	0	0.105469	-0	-0	0.0136719	0.154297	-0	-0	0.0341797	-0.0224886	0	-0.614216	-0.0436307	0	-0.613449	0	0	-0.362496	0.195	-0.212402	5.0325	-0.0949994	1.005	1.2927	-12.0465	-2.39028	0	0	0	0	0	0	0	-4.94157	-3.78906	1.12654	0.00386042	0.0135223	0.00376168	-0.999894	0	0	0	0	0	0	0	
5.75013	13.531	0	0	0	13.531	0	0	0	0.15418	-0	-0	-0.0712665	0.148847	-0	-0	-0.00387875	71.3	-0	-0	1.24	78.74	-0	-0	0	0.0751953	-0	-0	0.00488281	0.116211	-0	-0	0.0341797	-0.0696828	0	-0.610654	-0.0898604	0	-0.608398	0	0	-0.362496	0.295	0.0875977	4.5325	-0.394999	1.105	1.65747	-9.27066	-3.60987	0	0	0	0	0	0	0	-4.93391	-3.79028	1.12703	0.0177729	-0.001092	0.000880154	-0.999841	0	0	0	0	0	0	0	
5.83186	16.7188	0	0	0	16.7188	0	0	0	0.227877	-0	-0	-0.0702968	0.223513	-0	-0	-0.00387875	62	-0	-0	0.62	19.84	-0	-0	0	0.0537109	-0	-0	-0	0.0683593	-0	-0	0.0341797	-0.114791	0	-0.603813	-0.134995	0	-0.6	0	0	-0.362496	0.595	0.587598	-0.9675	-0.694999	-0.595003	3.66099	6.20744	-3.0464	0	0	0	0	0	0	0	-4.92543	-3.7884	1.12621	0.00595638	0.00448142	-0.00793638	-0.999941	0	0	0	0	0	0	0	
5.91356	18.8928	0	0	0	18.8928	0	0	0	0.285573	-0	-0	-0.069812	0.284119	-0	-0	-0.00387875	42.16	-0	-0	0.62	16.74	-0	-0	0	0.0576172	-0	-0	-0.00390625	0.055664	-0	-0	0.0341797	-0.149584	0	-0.596152	-0.171088	0	-0.590722	0	0	-0.462496	0.595	0.687598	-2.9675	-1.195	0.404996	-2.3366	4.00716	-3.28797	0	0	0	0	0	0	0	-4.92627	-3.78852	1.12561	0.00453595	0.00232941	-0.00933107	-0.999943	0	0	0	0	0	0	0	
5.99527	19.9234	0	0	0	19.9234	0	0	0	0.323391	-0	-0	-0.0693272	0.323876	-0	-0	-0.00387875	13.64	-0	-0	-0.62	9.92	-0	-0	0	0.0878906	-0	-0	0.00488281	0.0947265	-0	-0	0.0341797	-0.172182	0	-0.590028	-0.194432	0	-0.583455	0	0	-0.362496	0.295	0.587598	0.5325	-0.494999	-0.295004	-1.17317	-5.82927	-1.74744	0	0	0	0	0	0	0	-4.93633	-3.78875	1.1262	0.00169134	0.0151886	-0.00456081	-0.999873	0	0	0	0	0	0	0	
6.07694	19.7474	0	0	0	19.7474	0	0	0	0.337936	-0	-0	-0.0702968	0.337452	-0	-0	-0.00387875	0	-0	-0	-0.62	-0	-0	-0	0	0.0576172	-0	-0	0.0136719	0.0644531	-0	-0	0.0341797	-0.180418	0	-0.587551	-0.202335	0	-0.580762	0	0	-0.362496	0.0950001	0.787598	0.3325	-0.0949994	-0.0950035	-1.17043	-1.07358	2.92683	0	0	0	0	0	0	0	-4.94588	-3.78957	1.1255	0.0120413	0.0171321	-0.00431961	-0.999771	0	0	0	0	0	0	0	
6.15851	18.3792	0	0	0	18.3792	0	0	0	0.337936	-0	-0	-0.0712665	0.337452	-0	-0	-0.00387875	-17.36	-0	-0	-0	-19.84	-0	-0	0	0.0146484	-0	-0	0.00878906	0.00878906	-0	-0	0.0341797	-0.180091	0	-0.587641	-0.202335	0	-0.580762	0	0	-0.262496	0.195	1.0876	-0.9675	0.00500059	-0.0950035	-1.07189	4.38963	1.95122	0	0	0	0	0	0	0	-4.95245	-3.78997	1.12596	0.00372506	0.0102464	-0.00909643	-0.999899	0	0	0	0	0	0	0	
6.24003	15.9026	0	0	0	15.9026	0	0	0	0.319028	-0	-0	-0.0707817	0.319997	-0	-0	-0.00387875	-43.4	-0	-0	0.62	-48.98	-0	-0	0	-0.00683593	-0	-0	0.00488281	-0.0253906	-0	-0	0.0341797	-0.169112	0	-0.590899	-0.192167	0	-0.584205	0	0	-0.262496	0.395	1.1876	-2.4675	0.105001	0.304996	-2.43684	9.36498	3.7068	0	0	0	0	0	0	0	-4.96062	-3.78967	1.12602	0.00471456	0.00376858	-0.0107812	-0.999924	0	0	0	0	0	0	0	
